question,scratch,answer
Every day Ryan spends 5 hours on learning english and 4 hours on learning chinese. If he learns for 6 days How many hours does he spend on learning chinese in all? Equation: <equation> ( 4.0 * 6.0 )</equation> ,<scratch> Multiplying 4 and 6 at digit level. Current carry is 0; 4 times 6 plus carry gives 24; new carry is 0; result is 24. The overall result is 24</scratch>,24
Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs How many eggs does Rebecca have? Equation: <equation> ( 11.0 * 2.0 )</equation> ,<scratch> Multiplying 11 and 2 at digit level. Current carry is 0; 11 times 2 plus carry gives 22; new carry is 0; result is 2. The overall result is 22</scratch>,22
Adam could fit 11 action figures on each shelf in his room. His room has 4 shelves and 40 cabinets. How many total action figures could his shelves hold? Equation: <equation> ( 11.0 * 4.0 )</equation> ,<scratch> Multiplying 11 and 4 at digit level. Current carry is 0; 11 times 4 plus carry gives 44; new carry is 0; result is 4. The overall result is 44</scratch>,44
We ordered 9 pizzas. Each pizza has 10 slices. If there are 2 of us How many slices of pizza does each of us get if distributed equally? Equation: <equation> ( 9.0 * ( 10.0 / 2.0 ) )</equation> ,<scratch> Multiplying 9 and 10 at digit level. Current carry is 0; 9 times 10 plus carry gives 90; new carry is 0; result is 90.  Dividing 90 by 2 at digit level. Current carry is 0; 90 divided by 2 plus carry gives 45; new carry is 0; result is 45. The overall result is 45</scratch>,45
He then went to see the oranges being harvested. He found out that they harvest 66 sacks per day and that each sack containes 25 oranges. How many oranges will they have after 87 days of harvest? Equation: <equation> ( ( 66.0 * 87.0 ) * 25.0 )</equation>,<scratch> Multiplying 66 and 87 at digit level. Current carry is 0; 66 multiplied by 87 plus carry gives 5762; new carry is 0; result is 5762.  Multiplying 5762 and 25 at digit level. Current carry is 0; 5762 multiplied by 25 plus carry gives 144050; new carry is 0; result is 144050. The overall result is 144050</scratch>,144050
Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. If he learns for 5 days How many hours does he spend on learning english and chinese in all? Equation: <equation> ( ( 6.0 + 7.0 ) * 5.0 )</equation> ,<scratch> Multiplying 6 and 5 at digit level. Current carry is 0; 6 times 5 plus carry gives 30; new carry is 0; result is 30.  Multiplying 7 and 5 at digit level. Current carry is 0; 7 times 5 plus carry gives 35; new carry is 0; result is 35.  Adding 30 and 35 at digit level. Current carry is 0; 30 plus 35 plus carry gives 65; new carry is NaN; result is 65. The overall result is 65</scratch>,65
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all? Equation: <equation> ( ( 4.0 + 5.0 ) * 7.0 )</equation> ,<scratch> Multiplying 4 and 5 at digit level. Current carry is 0; 4 times 5 plus carry gives 20; new carry is 0; result is 20.  Multiplying 20 and 7 at digit level. Current carry is 0; 20 times 7 plus carry gives 140; new carry is 0; result is 140. The overall result is 140</scratch>,140
The ring toss game at the carnival made 144 dollars per day. They were at the carnival for 22 days. How much money did they make? Equation: <equation> ( 144.0 * 22.0 )</equation> ,<scratch> Multiplying 144 and 22 at digit level. Current carry is 0; 144 times 22 plus carry gives 3128; new carry is 0; result is 3128. The overall result is 3128</scratch>,3128
Each basket of peaches has 19 red peaches and 4 green peaches. If there are 15 such baskets How many peaches are in the baskets altogether? Equation: <equation> ( ( 19.0 + 4.0 ) * 15.0 )</equation> ,<scratch> Multiplying 19 and 4 at digit level. Current carry is 0; 19 times 4 plus carry gives 76; new carry is 0; result is 76.  Multiplying 0 and 15 at digit level. Current carry is 0; 0 times 15 plus carry gives 0; new carry is NaN; result is 0. The overall result is 114</scratch>,114
He then went to see the oranges being harvested. He found out that they harvest 82 sacks of ripe oranges and 61 sacks of unripe oranges per day. How many sacks of ripe oranges will they have after 25 days of harvest? Equation: <equation> ( 82.0 * 25.0 )</equation> ,<scratch> Multiplying 82 and 25 at digit level. Current carry is 0; 82 times 25 plus carry gives 2050; new carry is 0; result is 0. The overall result is 2050</scratch>,2050
He then went to see the oranges being harvested. He found out that they harvest 67 sacks per day and that each sack containes 12 oranges. How many oranges are harvested if they harvest a total of 35 sacks of oranges? Equation: <equation> ( 12.0 * 35.0 )</equation> ,<scratch> Multiplying 12 and 35 at digit level. Current carry is 0; 12 multiplied by 35 plus carry gives 420; new carry is 0; result is 420. The overall result is 420</scratch>,420
He also had 74 aquariums for freshwater animals and 22 aquariums for saltwater animals. Each aquarium has 46 animals in it. How many saltwater animals does Tyler have? Equation: <equation> ( 22.0 * 46.0 )</equation> ,<scratch> Multiplying 22 and 46 at digit level. Current carry is 0; 22 times 46 plus carry gives 1012; new carry is 0; result is 1012. The overall result is 1012</scratch>,1012
Lewis earns $ 368 every week during the 1359 weeks of harvest. If he has to pay $ 388 rent every week How much money does he pay as rent during the harvest season? Equation: <equation> ( 388.0 * 1359.0 )</equation> ,<scratch> Multiplying 388 and 1359 at digit level. Current carry is 0; 388 multiplied by 1359 plus carry gives 529922; new carry is 0; result is 222. The overall result is 529922</scratch>,529922
He then went to see the oranges being harvested. He found out that they harvest 28 sacks of ripe oranges and 52 sacks of unripe oranges per day. How many sacks of oranges will they have after 26 days of harvest? Equation: <equation> ( ( 28.0 + 52.0 ) * 26.0 )</equation> ,<scratch> Multiplying 28 and 26 at digit level. Current carry is 0; 28 times 26 plus carry gives 728; new carry is 0; result is 728.  Multiplying 52 and 26 at digit level. Current carry is 0; 52 times 26 plus carry gives 1352; new carry is 0; result is 1352.  Adding 728 and 1352 at digit level. Current carry is 0; 728 plus 1352 plus carry gives 2080; new carry is NaN; result is 2080. The overall result is 2080</scratch>,2080
The Razorback shop makes $ 62 dollars off each t-shirt and $ 99 off each jersey. During the Arkansas and Texas tech game they sold 183 t-shirts and 31 jerseys. How much money did they make from selling the t-shirts? Equation: <equation> ( 62.0 * 183.0 )</equation> ,<scratch> Multiplying 62 and 183 at digit level. Current carry is 0; 62 times 183 plus carry gives 11246; new carry is 0; result is 11246. The overall result is 11246</scratch>,11246
Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row. How many crayons does she have? Equation: <equation> ( 16.0 * 6.0 )</equation> ,<scratch> Multiplying 16 and 6 at digit level. Current carry is 0; 16 times 6 plus carry gives 96; new carry is 0; result is 96. The overall result is 96</scratch>,96
Bryan took a look at his books and magazines. If he has 23 books and 61 magazines in each of his 29 bookshelves How many books and magazines does he have in total? Equation: <equation> ( ( 23.0 + 61.0 ) * 29.0 )</equation> ,<scratch> Multiplying 23 and 61 at digit level. Current carry is 0; 23 multiplied by 61 plus carry gives 1403; new carry is 0; result is 1403.  Multiplying 0 and 1403 at digit level. Current carry is 0; 0 multiplied by 1403 plus carry gives 0; new carry is NaN; result is 0. The overall result is 1403</scratch>,1403
Faye was placing her pencils and crayons into 7 rows with 36 pencils and 30 crayons in each row. How many crayons does she have? Equation: <equation> ( 7.0 * 30.0 )</equation> ,<scratch> Multiplying 7 and 30 at digit level. Current carry is 0; 7 times 3 plus carry gives 21; new carry is 0; result is 1.  The overall result is 210</scratch>,210
In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boy How many marbles did she have? Equation: <equation> ( 11.0 * 9.0 )</equation> ,<scratch> Multiplying 11 and 9 at digit level. Current carry is 0; 11 times 9 plus carry gives 99; new carry is 0; result is 9. The overall result is 99</scratch>,99
An industrial machine can make 6 shirts a minute. It worked for 5 minutes yesterday and for 12 minutes today. How many shirts did machine make today? Equation: <equation> ( 6.0 * 12.0 )</equation> ,<scratch> Multiplying 6 and 12 at digit level. Current carry is 0; 6 times 12 plus carry gives 72; new carry is 0; result is 72. The overall result is 72</scratch>,72
After resting they decided to go for a swim. The depth of the water is 16 times Ron's height. Dean is 9 feet taller than Ron. If Ron stands at 13 feet How deep was the water? Equation: <equation> ( 13.0 * 16.0 )</equation> ,<scratch> Dean is 13 + 9 = 22 feet tall. The water is 16 * 13 = 208 feet deep.</scratch>,22
Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 days How many bottles had she bought? Equation: <equation> ( 109.0 * 74.0 )</equation> ,<scratch> Multiplying 109 and 74 at digit level. Current carry is 0; 109 times 74 plus carry gives 8046; new carry is 0; result is 8046. The overall result is 8046</scratch>,8046
An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today. How many shirts did machine make altogether? Equation: <equation> ( 6.0 * ( 12.0 + 14.0 ) )</equation> ,<scratch> Multiplying 6 and 12 at digit level. Current carry is 0; 6 times 12 plus carry gives 72; new carry is 0; result is 72.  Multiplying 6 and 14 at digit level. Current carry is 0; 6 times 14 plus carry gives 84; new carry is 0; result is 84.  Adding 72 and 84 at digit level. Current carry is 0; 72 plus 84 plus carry gives 156; new carry is NaN; result is 156. The overall result is 156</scratch>,156
Robin has 28 packages of gum and 13 packages of candy. There are 4 pieces in each package. How many pieces of gum does Robin have? Equation: <equation> ( 28.0 * 4.0 )</equation> ,<scratch> Multiplying 28 and 4 at digit level. Current carry is 0; 28 times 4 plus carry gives 112; new carry is 0; result is 112. The overall result is 112</scratch>,112
White t - shirts can be purchased in packages of 53. If mom buys 57 packages of white t - shirts and 34 trousers How many white t - shirts will she have? Equation: <equation> ( 53.0 * 57.0 )</equation> ,<scratch> Multiplying 53 and 57 at digit level. Current carry is 0; 53 multiplied by 7 plus carry gives 371; new carry is 0; result is 371.  Multiplying 53 and 5 at digit level. Current carry is 0; 53 multiplied by 5 plus carry gives 265; new carry is 0; result is 265. The overall result is 636</scratch>,636
Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelves How many books does he have in total? Equation: <equation> ( 27.0 * 23.0 )</equation> ,<scratch> Multiplying 27 and 23 at digit level. Current carry is 0; 27 times 23 plus carry gives 621; new carry is 0; result is 621. The overall result is 621</scratch>,621
Luke gained 146 points in each round of a game. If he played 157 rounds of a trivia game How many points did he score in the game? Equation: <equation> ( 157.0 * 146.0 )</equation> ,<scratch> Multiplying 157 and 146 at digit level. Current carry is 0; 157 times 146 plus carry gives 22922; new carry is 0; result is 22922. The overall result is 22922</scratch>,22922
Being his favorite, he saved checking on the grapevines after 57 stops. He was told by 252 of the pickers that they fill 108 drums of grapes per day. How many drums of grapes would be filled in 58 days? Equation: <equation> ( 108.0 * 58.0 )</equation> ,<scratch> Multiplying 108 and 58 at digit level. Current carry is 0; 108 times 58 plus carry gives 6240; new carry is 0; result is 6240. The overall result is 6240</scratch>,6240
A mailman has to give 4 pieces of junk mail to each house in each of the 16 blocks. If there are 17 houses in each block How many pieces of junk mail should he give in total? Equation: <equation> ( ( 4.0 * 17.0 ) * 16.0 )</equation>,<scratch> Multiplying 4 and 17 at digit level. Current carry is 0; 4 plus 17 plus carry gives 21; new carry is 0; result is 21.  Multiplying 21 and 16 at digit level. Current carry is 0; 21 plus 16 plus carry gives 37; new carry is 0; result is 37. The overall result is 672</scratch>,Failed to get answer
Lewis earns $ 28 every week during the 1091 weeks of harvest. He also earns $ 939 per week for working overtime. If he works overtime every week How much money does he earn during harvest season? Equation: <equation> ( ( 28.0 + 939.0 ) * 1091.0 )</equation> ,<scratch> Multiplying 28 and 1091 at digit level. Current carry is 0; 28 multiplied by 1091 plus carry gives 30648; new carry is 0; result is 30648.  Multiplying 939 and 1091 at digit level. Current carry is 0; 939 multiplied by 1091 plus carry gives 1029199; new carry is 0; result is 1029199.  Adding 30648 and 1029199 at digit level. Current carry is 0; 30648 plus 1029199 plus carry gives 1059847; new carry is 0; result is 1059847. The overall result is 1059847</scratch>,1059847
Melissa scored 109 points in each game. She also got 82 bonus points in each game. How many points did she score in 79 games? Equation: <equation> ( ( 109.0 + 82.0 ) * 79.0 )</equation> ,<scratch> Multiplying 109 and 79 at digit level. Current carry is 0; 109 times 79 plus carry gives 8591; new carry is 0; result is 8591.  Multiplying 82 and 79 at digit level. Current carry is 0; 82 times 79 plus carry gives 6478; new carry is 0; result is 6478.  Adding 8591 and 6478 at digit level. Current carry is 0; 8591 plus 6478 plus carry gives 15069; new carry is 0; result is 15069. The overall result is 15069</scratch>,15069
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water? Equation: <equation> ( ( 15.0 - 6.0 ) * 9.0 )</equation> ,<scratch> Subtracting 6 from 15 at digit level. Current carry is 0; 15 minus 6 plus carry gives 9; new carry is NaN; result is 9.  Multiplying 9 and 9 at digit level. Current carry is 0; 9 times 9 plus carry gives 81; new carry is NaN; result is 81. The overall result is 81</scratch>,81
Paige was helping her mom plant flowers and together they planted 55 seeds. They put 15 seeds in each flower bed and only 60 seeds grew into flowers in each flower bed. How many flowers did they grow? Equation: <equation> ( 60.0 * ( 55.0 / 15.0 ) )</equation> ,<scratch> Dividing 55 by 15 at digit level. Current carry is 0; 55 divided by 15 gives 3; new carry is 10; result is 3.  Multiplying 3 by 60 at digit level. Current carry is 0; 3 multiplied by 60 gives 180; new carry is 0; result is 180. The overall result is 180</scratch>,180
