question,scratch,answer
Jack received 9 emails in the morning, 10 emails in the afternoon and 7 emails in the evening. How many more emails did Jack receive in the morning than in the evening? Equation: <equation> 9 - 7</equation> ,<scratch>Subtracting 7 from 9 at digit level;  9 >= 7;  Borrow: 0; 9 - 7 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Jack received 6 emails in the morning and 8 emails in the afternoon. How many more emails did Jack receive in the afternoon than in the morning? Equation: <equation> 8 - 6</equation> ,<scratch>Subtracting 6 from 8 at digit level;  8 >= 6;  Borrow: 0; 8 - 6 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 197 chocolate chip cookies and 46 raisin cookies yesterday. And she baked 75 raisin cookies and 66 chocolate chip cookies this morning. How many more chocolate chip cookies did Helen bake yesterday compared to today? Equation: <equation> 197 - 66</equation> ,<scratch>Subtracting 66 from 197 at digit level;  19 >= 6;  Borrow: 1; 19 - 6 = 13. move one place left; 7 remains 7; Subtracting 1 from 7 at digit level;  7 >= 1;  Borrow: 0; 7 - 1 = 6. move one place left; 1 remains 1; final result: 131.</scratch>,131
Jake has 18 fewer peaches than Steven who has 13 more peaches than Jill. Steven has 19 peaches. How many peaches does Jill have? Equation: <equation> 19 - 13</equation> ,<scratch>Subtracting 13 from 19 at digit level;  19 >= 13;  Borrow: 0; 19 - 13 = 6. move one place left; 9 remains 9; final result: 6.</scratch>,6
Lucy went to the grocery store. She bought 23 packs of cookie and some packs of cake. In total she had 27 packs of grocery How many packs of cake did she buy in all? Equation: <equation> 27 - 23</equation> ,<scratch>Subtracting 23 from 27 at digit level;  27 >= 23;  Borrow: 0; 27 - 23 = 4. move one place left; 2 remains 2; final result: 4.</scratch>,4
Every day Ryan spends 6 hours on learning english 3 hours on learning chinese and 58 hours on learning spanish. How many more hours does he spend on learning english than he does on learning chinese? Equation: <equation> 6 - 3</equation> ,<scratch>Subtracting 3 from 6 at digit level;  6 >= 3;  Borrow: 0; 6 - 3 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
A book has 2 chapters. The first chapter is 48 pages long. The second chapter is 11 pages long. How many more pages does the first chapter have than the second chapter? Equation: <equation> 48 - 11</equation> ,<scratch>Subtracting 11 from 48 at digit level;  48 >= 11;  Borrow: 0; 48 - 11 = 37. move one place left; 8 remains 8; final result: 37.</scratch>,37
6 green peaches, 60 yellow peaches and 2 red peaches are in the basket. How many more green peaches than red peaches are in the basket? Equation: <equation> 6 - 2</equation> ,<scratch>Subtracting 2 from 6 at digit level;  6 >= 2;  Borrow: 0; 6 - 2 = 4. move one place left; 0 remains 0; final result: 4.</scratch>,4
There were 22 parents in the program and 676 people in total. How many pupils were present in the program? Equation: <equation> 676 - 22</equation> ,<scratch>Subtracting 22 from 676 at digit level;  67 >= 22;  Borrow: 0; 67 - 22 = 45. move one place left; 6 remains 6; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 4 remains 4; final result: 654.</scratch>,654
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have? Equation: <equation> 288 - 260</equation> ,<scratch>Subtracting 260 from 288 at digit level;  28 >= 26;  Borrow: 0; 28 - 26 = 2. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 2 remains 2; final result: 28.</scratch>,28
Mary is baking a cake. The recipe calls for 14 cups of flour and 6 cups of sugar. She already put in 5 cups of flour. How many more cups of flour than cups of sugar does she need to add now? Equation: <equation> 14.0 - -1.0</equation>,<scratch>Subtracting -1 from 14 at digit level;  14 >= -1;  Borrow: 0; 14 - -1 = 15. move one place left; 4 remains 4; final result: 15.</scratch>,15
Jake has 12 fewer peaches than Steven who has 11 more peaches than Jill. Steven has 4 peaches. How many more peaches does Jill have than Jake? Equation: <equation> 12 - 11</equation> ,<scratch>Subtracting 11 from 12 at digit level;  12 >= 11;  Borrow: 0; 12 - 11 = 1. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 1 remains 1; final result: 1.</scratch>,1
Jake has 12 fewer peaches and 79 more apples than Steven. Steven has 19 peaches and 14 apples. How many peaches does Jake have? Equation: <equation> 19 - 12</equation> ,<scratch>Subtracting 12 from 19 at digit level;  19 >= 12;  Borrow: 0; 19 - 12 = 7. move one place left; 9 remains 9; final result: 7.</scratch>,7
There are 10 different books and 6 different movies in the ' crazy silly school ' series. If you read 14 of the movies and watched 19 of the books How many more books than movies have you read? Equation: <equation> 19 - 14</equation> ,<scratch>Subtracting 14 from 19 at digit level;  19 >= 14;  Borrow: 0; 19 - 14 = 5. move one place left; 1 remains 1; final result: 5.</scratch>,5
There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left. How much did she spend? Equation: <equation> 248 - 159</equation> ,<scratch>Adding 100 to 148 at digit level;  100 >= 148;  Borrow: 0; 100 + 148 = 248. move one place left; 1 remains 1; Subtracting 159 from 248 at digit level;  248 >= 159;  Borrow: 0; 248 - 159 = 89. move one place left; 2 remains 2; final result: 89.</scratch>,89
A waiter had 11 customers. After some left he still had 3 customers. How many more customers left than those that stayed behind? Equation: <equation> 11.0 - 0.0</equation>,<scratch>Subtracting 3 from 11 at digit level;  11 >= 3;  Borrow: 0; 11 - 3 = 8. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 8 remains 8; final result: 8.</scratch>,8
Katie had 81 ds games and her friends had 59 games. How many more games does Katie have than her friends? Equation: <equation> 81 - 59</equation> ,<scratch>Subtracting 59 from 81 at digit level;  8 >= 5;  Borrow: 0; 8 - 5 = 3. move one place left; 1 remains 1; Subtracting 9 from 1 at digit level;  1 >= 9;  Borrow: 1; 1 - 9 = -8. move one place left; 8 remains 8; final result: 22.</scratch>,22
Julia played tag with 5 kids on tuesday. She had played tag with 6 kids on monday. How many more kids did she play with on monday than on tuesday? Equation: <equation> 6 - 5</equation> ,<scratch>Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Julia played tag with a total of 18 kids. She played with 4 kids on monday and yet with some more kids on tuesday. How many kids did she play with on tuesday? Equation: <equation> 18 - 4</equation> ,<scratch>Subtracting 4 from 18 at digit level;  18 >= 4;  Borrow: 0; 18 - 4 = 14. move one place left; 8 remains 8; final result: 14.</scratch>,14
Jerry had 3 books and 4 action figures on a shelf in his room. Later he added 2 more action figures to the shelf. How many more action figures than books were on his shelf? Equation: <equation> 6 - 3</equation> ,<scratch>Adding 2 to 4 at digit level;  4 >= 2;  Borrow: 0; 4 + 2 = 6. move one place left; 0 remains 0; Subtracting 3 from 6 at digit level;  6 >= 3;  Borrow: 0; 6 - 3 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Dave had 19 apps and 18 files on his phone. After deleting some apps and files he had 6 apps and 15 files left. How many more files than apps does he have left on the phone? Equation: <equation> 15 - 6</equation> ,<scratch>Subtracting 6 from 15 at digit level;  15 >= 6;  Borrow: 0; 15 - 6 = 9. move one place left; 5 remains 5; final result: 9.</scratch>,9
Baker made 99 cakes. He bought 167 new cakes and sold 89 cakes. How many more cakes did baker buy than those he sold? Equation: <equation> 167 - 89</equation> ,<scratch>Subtracting 89 from 167 at digit level;  16 >= 8;  Borrow: 1; 16 - 8 = 8. move one place left; 7 remains 7; Subtracting 9 from 7 at digit level;  7 >= 9;  Borrow: 1; 7 - 9 = -2. move one place left; 1 remains 1; final result: 78.</scratch>,78
David did 44 push-ups in gym class today. David did 9 more push-ups than Zachary. How many push-ups did Zachary do? Equation: <equation> 44 - 9</equation> ,<scratch>Subtracting 9 from 4 at digit level;  4 >= 9;  Borrow: 1; 4 - 9 = -5. move one place left; 4 remains 4; Subtracting 5 from 4 at digit level;  4 >= 5;  Borrow: 1; 4 - 5 = -1. move one place left; 4 remains 4; final result: 35.</scratch>,35
There were 7 roses in the vase. Jessica cut some more roses from her flower garden which had a total of 59 roses. There are now 20 roses in the vase. How many roses did she cut? Equation: <equation> 20 - 7</equation> ,<scratch>Subtracting 7 from 20 at digit level;  20 >= 7;  Borrow: 0; 20 - 7 = 13. move one place left; 0 remains 0; final result: 13.</scratch>,13
Baker made 13 cakes. He sold 91 of them and bought 154 new cakes. How many more cakes did baker buy than those he sold? Equation: <equation> 154 - 91</equation> ,<scratch>Subtracting 91 from 154 at digit level;  15 >= 9;  Borrow: 1; 15 - 9 = 6. move one place left; 4 remains 4; Subtracting 1 from 4 at digit level;  4 >= 1;  Borrow: 0; 4 - 1 = 3. move one place left; 6 remains 6; final result: 63.</scratch>,63
He then went to see the oranges being harvested. He found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day? Equation: <equation> 71 - 60</equation> ,<scratch>Subtracting 60 from 71 at digit level;  7 >= 6;  Borrow: 1; 7 - 6 = 1. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 7 remains 7; final result: 11.</scratch>,11
At the zoo, a cage had snakes and alligators. The total number of animals in the cage was 79. If 24 snakes and 51 alligators were hiding How many animals were not hiding in all? Equation: <equation> 79.0 - -27.0</equation>,<scratch>Adding 24 and 51 at digit level;  24 >= 51;  Borrow: 1; 24 + 51 = 75. move one place left; 5 remains 5; Adding 75 and 79 at digit level;  75 >= 79;  Borrow: 1; 75 + 79 = 154. move one place left; 9 remains 9; final result: 154.</scratch>,154
Danny has 21 bottle caps in his collection. He found some more bottle caps at the park. If he has 53 bottle caps now How many bottle caps did he find at the park? Equation: <equation> 53 - 21</equation> ,<scratch>Subtracting 21 from 53 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 5 remains 5; final result: 32.</scratch>,32
There were 2 roses in the vase. Jessica threw away 4 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 23 roses in the vase. How many roses did she cut? Equation: <equation> 27 - 2</equation> ,<scratch>Subtracting 2 from 27 at digit level;  27 >= 2;  Borrow: 0; 27 - 2 = 25. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 25 remains 25; final result: 23.</scratch>,23
Jerry had 7 action figures and 2 books on a shelf in his room. Later he added 4 more books to the shelf. How many more action figures than books were on his shelf? Equation: <equation> 7 - 6</equation> ,<scratch>Subtracting 6 from 7 at digit level;  7 >= 6;  Borrow: 0; 7 - 6 = 1. move one place left; 7 remains 7; final result: 1.</scratch>,1
In a school there are 34 girls and 841 boys. How many more boys than girls does the school have? Equation: <equation> 841 - 34</equation> ,<scratch>Subtracting 34 from 841 at digit level;  841 >= 34;  Borrow: 0; 841 - 34 = 807. move one place left; 1 remains 1; final result: 807.</scratch>,807
Bobby ate some pieces of candy. Then he ate 25 more. If he ate a total of 43 pieces of candy How many pieces of candy had he eaten at the start? Equation: <equation> 43 - 25</equation> ,<scratch>Subtracting 25 from 43 at digit level;  43 >= 25;  Borrow: 0; 43 - 25 = 18. move one place left; 3 remains 3; final result: 18.</scratch>,18
53 campers went rowing in the morning 48 campers went rowing in the afternoon and 49 campers went rowing in the evening. How many more campers went rowing in the morning than in the evening? Equation: <equation> 53 - 49</equation> ,<scratch>Subtracting 49 from 53 at digit level;  53 >= 49;  Borrow: 0; 53 - 49 = 4. move one place left; 3 remains 3; final result: 4.</scratch>,4
Jack received 3 emails in the afternoon, 5 emails in the morning and 16 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon? Equation: <equation> 5 - 3</equation> ,<scratch>Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 3 remains 3; final result: 2.</scratch>,2
Rachel had to complete 3 pages of math homework and 4 pages of reading homework. How many more pages of reading homework than math homework did she have? Equation: <equation> 4 - 3</equation> ,<scratch>Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
A book has 2 chapters. The first chapter is 37 pages long. The second chapter is 80 pages long. How many more pages does the second chapter have than the first chapter? Equation: <equation> 80 - 37</equation> ,<scratch>Subtracting 37 from 80 at digit level;  80 >= 37;  Borrow: 0; 80 - 37 = 43. move one place left; 0 remains 0; final result: 43.</scratch>,43
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch? Equation: <equation> 8 - 4</equation> ,<scratch>Subtracting 4 from 8 at digit level;  8 >= 4;  Borrow: 0; 8 - 4 = 4. move one place left; 0 remains 0; final result: 4.</scratch>,4
The Razorback shop makes $ 192 dollars off each t-shirt and $ 34 off each jersey. During the Arkansas and Texas tech game they sold 157 t-shirts and 19 jerseys. How much more does a t-shirt cost than a jersey? Equation: <equation> 192 - 34</equation> ,<scratch>Subtracting 34 from 192 at digit level;  192 >= 34;  Borrow: 0; 192 - 34 = 158. move one place left; 2 remains 2; final result: 158.</scratch>,158
After a typhoon, 13 trees in Haley's backyard died. If she had grown 3 trees initially How many more trees died in the typhoon than those that survived? Equation: <equation> 13.0 - -10.0</equation>,<scratch>Subtracting -10 from 13 at digit level;  13 >= -10;  Borrow: 0; 13 - (-10) = 23. move one place left; 3 remains 3; final result: 23.</scratch>,23
Josh had 9 marbles in his collection. He lost some marbles. If he has 4 marbles now How many marbles did he lose? Equation: <equation> 9 - 4</equation> ,<scratch>Subtracting 4 from 9 at digit level;  9 >= 4;  Borrow: 0; 9 - 4 = 5. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 9 remains 9; final result: 5.</scratch>,59
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have? Equation: <equation> 126 - 9</equation> ,<scratch>Multiplying 14 by 9 at digit level;  14 >= 9;  Borrow: 0; 14 * 9 = 126. move one place left; 9 remains 9; Subtracting 9 from 126 at digit level;  126 >= 9;  Borrow: 0; 126 - 9 = 117. move one place left; 9 remains 9; final result: 117.</scratch>,117
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 24 pounds. On the way back Marco lost 9 pounds of strawberries. Marco's strawberries now weighed 3 pounds. How much did his dad's strawberries weigh? Equation: <equation> 24 - 12</equation> ,<scratch>Subtracting 9 from 24 at digit level;  24 >= 9;  Borrow: 0; 24 - 9 = 15. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 1 remains 1; final result: 15.</scratch>,15
Mary is baking a cake. The recipe calls for 12 cups of flour and 13 cups of sugar. She already put in 2 cups of sugar. How many more cups of sugar does she need to add? Equation: <equation> 13 - 2</equation> ,<scratch>Subtracting 2 from 13 at digit level;  13 >= 2;  Borrow: 0; 13 - 2 = 11. move one place left; 3 remains 3; final result: 11.</scratch>,11
Winter is almost here and most animals are migrating to warmer countries. There are 38 bird families living near the mountain. If 47 bird families flew away to africa and 94 bird families flew away to asia How many more bird families flew away to asia than those that flew away to africa? Equation: <equation> 94 - 47</equation> ,<scratch>Subtracting 47 from 94 at digit level;  94 >= 47;  Borrow: 0; 94 - 47 = 47. move one place left; 4 remains 4; Subtracting 7 from 4 at digit level;  4 >= 7;  Borrow: 1; 4 - 7 = -3. move one place left; 4 remains 4; final result: 47.</scratch>,47
Zachary did 51 push-ups and David did 44 push-ups in gym class today. How many more push-ups did Zachary do than David? Equation: <equation> 51 - 44</equation> ,<scratch>Subtracting 44 from 51 at digit level;  51 >= 44;  Borrow: 0; 51 - 44 = 7. move one place left; 1 remains 1; final result: 7.</scratch>,7
Mary is baking a cake. The recipe calls for 6 cups of flour 8 cups of sugar and 7 cups of salt. She already put in 5 cups of flour. How many more cups of sugar than cups of salt does she need to add now? Equation: <equation> 8 - 7</equation> ,<scratch>Subtracting 7 from 8 at digit level;  8 >= 7;  Borrow: 0; 8 - 7 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared? Equation: <equation> 16 - 2</equation> ,<scratch>Subtracting 2 from 16 at digit level;  16 >= 2;  Borrow: 0; 16 - 2 = 14. move one place left; 6 remains 6; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 1 remains 1; final result: 14.</scratch>,14
Rachel picked 7 ripe apples from her tree. Now the tree has 5 apples still on it. If 3 of those are ripe and the rest are unripe How many unripe apples does the tree have now? Equation: <equation> 5 - 3</equation> ,<scratch>Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 3 remains 3; final result: 2.</scratch>,2
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes? Equation: <equation> 337 - 23</equation> ,<scratch>Subtracting 23 from 337 at digit level;  337 >= 23;  Borrow: 0; 337 - 23 = 314. move one place left; 7 remains 7; final result: 314.</scratch>,314
Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday? Equation: <equation> 9 - 7</equation> ,<scratch>Subtracting 7 from 9 at digit level;  9 >= 7;  Borrow: 0; 9 - 7 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
In a school there are 402 more girls than boys. If there are 739 girls How many boys are there in that school? Equation: <equation> 739 - 402</equation> ,<scratch>Subtracting 402 from 739 at digit level;  7 >= 4;  Borrow: 1; 7 - 4 = 3. move one place left; 3 remains 3; Subtracting 2 from 3 at digit level;  3 >= 2;  Borrow: 1; 3 - 2 = 1. move one place left; 3 remains 3; final result: 337.</scratch>,337
For Gwen's birthday she received 2 dollars from her mom. Her dad gave her 4 more dollars. If she spent 3 dollars. How much money did she still have? Equation: <equation> 6 - 3</equation> ,<scratch>Adding 2 and 4 at digit level;  2 >= 4;  Borrow: 0; 2 + 4 = 6. move one place left; 0 remains 0; Subtracting 3 from 6 at digit level;  6 >= 3;  Borrow: 0; 6 - 3 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Randy has 37 blocks. He uses 33 blocks to build a tower and 13 blocks to build a house. How many more blocks did he use to build the tower than he did to build the house? Equation: <equation> 33 - 13</equation> ,<scratch>Subtracting 13 from 33 at digit level;  33 >= 13;  Borrow: 0; 33 - 13 = 20. move one place left; 3 remains 3; final result: 20.</scratch>,20
Baker made 8 cakes. He bought 139 new cakes and sold 145 cakes. How many more cakes did baker sell than those he bought? Equation: <equation> 145 - 139</equation> ,<scratch>Subtracting 139 from 145 at digit level;  14 >= 13;  Borrow: 0; 14 - 13 = 1. move one place left; 5 remains 5; Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 1 remains 1; final result: 6.</scratch>,6
Jack received 6 emails and 8 letters in the morning. He then received 2 emails and 7 letters in the afternoon. How many more letters did Jack receive in the morning than in the afternoon? Equation: <equation> 8 - 7</equation> ,<scratch>Subtracting 7 from 8 at digit level;  8 >= 7;  Borrow: 0; 8 - 7 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Jake has 3 fewer peaches and 10 more apples than Steven. Steven has 12 peaches and 15 apples. How many more apples than peaches does Steven have? Equation: <equation> 15 - 12</equation> ,<scratch>Subtracting 12 from 15 at digit level;  15 >= 12;  Borrow: 0; 15 - 12 = 3. move one place left; 1 remains 1; final result: 3.</scratch>,3
Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have? Equation: <equation> 5 - 2</equation> ,<scratch>Subtracting 2 from 5 at digit level;  5 >= 2;  Borrow: 0; 5 - 2 = 3. move one place left; 2 remains 2; final result: 3.</scratch>,3
Jesse's room is 19 feet wide and 20 feet long. How much longer is her room than it is wide? Equation: <equation> 20 - 19</equation> ,<scratch>Subtracting 19 from 20 at digit level;  20 >= 19;  Borrow: 0; 20 - 19 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Paul got a box of 601 crayons and 406 erasers for his birthday. At the end of the school year he only had 336 crayons left while not having lost a single eraser. How many more erasers than crayons did he have left? Equation: <equation> 406 - 336</equation> ,<scratch>Subtracting 336 from 406 at digit level;  40 >= 33;  Borrow: 1; 40 - 33 = 7. move one place left; 6 remains 6; Subtracting 6 from 7 at digit level;  7 >= 6;  Borrow: 0; 7 - 6 = 1. move one place left; 6 remains 6; final result: 70.</scratch>,70
Mary is baking a cake. The recipe calls for 5 cups of sugar and 14 cups of flour. She already put in 11 cups of flour. How many more cups of sugar than cups of flour does she need to add now? Equation: <equation> 5.0 - 3.0</equation>,<scratch>Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 5 remains 5; final result: 2.</scratch>,2
Adam has 10 apples. Jackie has 2 apples. How many more apples does Adam have than Jackie? Equation: <equation> 10 - 2</equation> ,<scratch>Subtracting 2 from 10 at digit level;  10 >= 2;  Borrow: 0; 10 - 2 = 8. move one place left; 0 remains 0; final result: 8.</scratch>,8
Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf. How many more books than action figures were on his shelf? Equation: <equation> 11 - 5</equation> ,<scratch>Adding 9 to 2 at digit level;  2 >= 9;  Borrow: 1; 2 + 9 = 11. move one place left; 9 remains 9; Subtracting 5 from 11 at digit level;  11 >= 5;  Borrow: 0; 11 - 5 = 6. move one place left; 9 remains 9; final result: 6.</scratch>,69
Danny collects bottle caps and wrappers. He found 82 wrappers and 29 bottle caps at the park. Now he has 42 bottle caps and 61 wrappers in his collection. How many bottle caps did danny have at first? Equation: <equation> 42 - 29</equation> ,<scratch>Subtracting 29 from 42 at digit level;  42 >= 29;  Borrow: 0; 42 - 29 = 13. move one place left; 2 remains 2; final result: 13.</scratch>,13
At the arcade Dave had won 13 tickets. If he used 8 to buy some toys and 18 more to buy some clothes How many more tickets did Dave use to buy clothes than he did to buy toys? Equation: <equation> 18 - 8</equation> ,<scratch>Subtracting 8 from 18 at digit level;  18 >= 8;  Borrow: 0; 18 - 8 = 10. move one place left; 8 remains 8; final result: 10.</scratch>,10
Marco and his dad went strawberry picking. Together their strawberries weighed 35 pounds. Marco's strawberries weighed 13 pounds. How much more did his dad's strawberries weigh than his? Equation: <equation> 35.0 - 0.0</equation>,<scratch>Subtracting 13 from 35 at digit level;  35 >= 13;  Borrow: 0; 35 - 13 = 22. move one place left; 5 remains 5; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; final result: 22.</scratch>,22
19 red peaches, 11 yellow peaches and 12 green peaches are in the basket. How many more red peaches than yellow peaches are in the basket? Equation: <equation> 19 - 11</equation> ,<scratch>Subtracting 11 from 19 at digit level;  19 >= 11;  Borrow: 0; 19 - 11 = 8. move one place left; 9 remains 9; final result: 8.</scratch>,8
For Gwen's birthday she received 8 dollars from her mom. Her dad gave her 5 more dollars. If she spent 4 dollars. How much more money did she receive from her mom than she did from her dad? Equation: <equation> 8 - 5</equation> ,<scratch>Subtracting 5 from 8 at digit level;  8 >= 5;  Borrow: 0; 8 - 5 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Dave had 16 apps and 77 files on his phone. After deleting some apps and files he had 5 apps and 23 files left. How many apps did he delete? Equation: <equation> 16 - 5</equation> ,<scratch>Subtracting 5 from 16 at digit level;  16 >= 5;  Borrow: 0; 16 - 5 = 11. move one place left; 6 remains 6; final result: 11.</scratch>,11
Paco had 39 sweet cookies and 6 salty cookies. He ate 23 salty cookies and 32 sweet cookies. How many more sweet cookies than salty cookies did he eat? Equation: <equation> 32 - 23</equation> ,<scratch>Subtracting 23 from 32 at digit level;  32 >= 23;  Borrow: 0; 32 - 23 = 9. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 9 remains 9; final result: 9.</scratch>,9
Haley grew 13 trees in her backyard. After a typhoon 6 died. How many more trees survived the typhoon than those that died? Equation: <equation> 13.0 - 0.0</equation>,<scratch>Subtracting 6 from 13 at digit level;  13 >= 6;  Borrow: 0; 13 - 6 = 7. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 7 remains 7; final result: 7.</scratch>,7
Julia played tag with 18 kids on monday. She played tag with 10 kids on tuesday. How many more kids did she play with on monday than on tuesday? Equation: <equation> 18 - 10</equation> ,<scratch>Subtracting 10 from 18 at digit level;  18 >= 10;  Borrow: 0; 18 - 10 = 8. move one place left; 8 remains 8; final result: 8.</scratch>,8
Kelly has 46 nintendo games and 132 sony games. How many sony games does she need to give away so that she will have 31 sony games left? Equation: <equation> 132 - 31</equation> ,<scratch>Subtracting 31 from 132 at digit level;  13 >= 3;  Borrow: 1; 13 - 3 = 10. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 1 remains 1; final result: 101.</scratch>,101
5 red peaches and 11 green peaches are in the basket. How many more green peaches than red peaches are in the basket? Equation: <equation> 11 - 5</equation> ,<scratch>Subtracting 5 from 11 at digit level;  11 >= 5;  Borrow: 0; 11 - 5 = 6. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 11 remains 11; final result: 6.</scratch>,6
Rachel had to complete 9 pages of math homework, 2 pages of reading homework and 96 more pages of biology homework. How many more pages of math homework than reading homework did she have? Equation: <equation> 9 - 2</equation> ,<scratch>Subtracting 2 from 9 at digit level;  9 >= 2;  Borrow: 0; 9 - 2 = 7. move one place left; 0 remains 0; final result: 7.</scratch>,7
Josh had 4 marbles in his collection. He lost 16 marbles and found 8 new ones. How many more marbles did he lose than those he found? Equation: <equation> 16 - 8</equation> ,<scratch>Subtracting 8 from 16 at digit level;  16 >= 8;  Borrow: 0; 16 - 8 = 8. move one place left; 6 remains 6; final result: 8.</scratch>,8
Danny collects bottle caps and wrappers. He found 11 bottle caps and 28 wrappers at the park. Now he has 68 bottle caps and 51 wrappers in his collection. How many more wrappers than bottle caps did danny find at the park? Equation: <equation> 28 - 11</equation> ,<scratch>Subtracting 11 from 28 at digit level;  28 >= 11;  Borrow: 0; 28 - 11 = 17. move one place left; 8 remains 8; final result: 17.</scratch>,17
Dave had 59 files and 15 apps on his phone. After deleting some apps and files he had 12 apps and 30 files left. How many apps did he delete? Equation: <equation> 15 - 12</equation> ,<scratch>Subtracting 12 from 15 at digit level;  15 >= 12;  Borrow: 0; 15 - 12 = 3. move one place left; 1 remains 1; final result: 3.</scratch>,3
Paul had 71 books. After selling some in a garage sale he bought 38 new ones. If he has 116 books now How many more books did he buy than he sold? Equation: <equation> 116 - 71</equation> ,<scratch>Subtracting 71 from 116 at digit level;  11 >= 7;  Borrow: 1; 11 - 7 = 4. move one place left; 6 remains 6; Subtracting 1 from 6 at digit level;  6 >= 1;  Borrow: 0; 6 - 1 = 5. move one place left; 4 remains 4; final result: 45.</scratch>,45
