question,answer
Jake has 12 fewer peaches than Steven who has 11 more peaches than Jill. Steven has 4 peaches. How many more peaches does Jill have than Jake? The equation to solve this problem is: <equation> ( 12.0 - 11.0 )</equation>,1
Jake has 12 fewer peaches and 79 more apples than Steven. Steven has 19 peaches and 14 apples. How many peaches does Jake have? The equation to solve this problem is: <equation> ( 19.0 - 12.0 )</equation>,7
There are 10 different books and 6 different movies in the ' crazy silly school ' series. If you read 14 of the movies and watched 19 of the books How many more books than movies have you read? The equation to solve this problem is: <equation> ( 19.0 - 14.0 )</equation>,5
There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left. How much did she spend? The equation to solve this problem is: <equation> ( ( 100.0 + 148.0 ) - 159.0 )</equation>,109
A waiter had 11 customers. After some left he still had 3 customers. How many more customers left than those that stayed behind? The equation to solve this problem is: <equation> ( ( 11.0 - 3.0 ) - 3.0 )</equation>,4
Katie had 81 ds games and her friends had 59 games. How many more games does Katie have than her friends? The equation to solve this problem is: <equation> ( 81.0 - 59.0 )</equation>,22
Julia played tag with 5 kids on tuesday. She had played tag with 6 kids on monday. How many more kids did she play with on monday than on tuesday? The equation to solve this problem is: <equation> ( 6.0 - 5.0 )</equation>,1
Julia played tag with a total of 18 kids. She played with 4 kids on monday and yet with some more kids on tuesday. How many kids did she play with on tuesday? The equation to solve this problem is: <equation> ( 18.0 - 4.0 )</equation>,14
Jerry had 3 books and 4 action figures on a shelf in his room. Later he added 2 more action figures to the shelf. How many more action figures than books were on his shelf? The equation to solve this problem is: <equation> ( ( 4.0 + 2.0 ) - 3.0 )</equation>,9
Dave had 19 apps and 18 files on his phone. After deleting some apps and files he had 6 apps and 15 files left. How many more files than apps does he have left on the phone? The equation to solve this problem is: <equation> ( 15.0 - 6.0 )</equation>,9
Baker made 99 cakes. He bought 167 new cakes and sold 89 cakes. How many more cakes did baker buy than those he sold? The equation to solve this problem is: <equation> ( 167.0 - 89.0 )</equation>,78
David did 44 push-ups in gym class today. David did 9 more push-ups than Zachary. How many push-ups did Zachary do? The equation to solve this problem is: <equation> ( 44.0 - 9.0 )</equation>,35
There were 7 roses in the vase. Jessica cut some more roses from her flower garden which had a total of 59 roses. There are now 20 roses in the vase. How many roses did she cut? The equation to solve this problem is: <equation> ( 20.0 - 7.0 )</equation>,52
Baker made 13 cakes. He sold 91 of them and bought 154 new cakes. How many more cakes did baker buy than those he sold? The equation to solve this problem is: <equation> ( 154.0 - 91.0 )</equation>,63
He then went to see the oranges being harvested. He found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day? The equation to solve this problem is: <equation> ( 71.0 - 60.0 )</equation>,11
At the zoo, a cage had snakes and alligators. The total number of animals in the cage was 79. If 24 snakes and 51 alligators were hiding How many animals were not hiding in all? The equation to solve this problem is: <equation> ( ( 79.0 - 24.0 ) - 51.0 )</equation>,6
Danny has 21 bottle caps in his collection. He found some more bottle caps at the park. If he has 53 bottle caps now How many bottle caps did he find at the park? The equation to solve this problem is: <equation> ( 53.0 - 21.0 )</equation>,32
There were 2 roses in the vase. Jessica threw away 4 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 23 roses in the vase. How many roses did she cut? The equation to solve this problem is: <equation> ( ( 23.0 + 4.0 ) - 2.0 )</equation>,17
Jerry had 7 action figures and 2 books on a shelf in his room. Later he added 4 more books to the shelf. How many more action figures than books were on his shelf? The equation to solve this problem is: <equation> ( 7.0 - ( 2.0 + 4.0 ) )</equation>,3
In a school there are 34 girls and 841 boys. How many more boys than girls does the school have? The equation to solve this problem is: <equation> ( 841.0 - 34.0 )</equation>,807
Bobby ate some pieces of candy. Then he ate 25 more. If he ate a total of 43 pieces of candy How many pieces of candy had he eaten at the start? The equation to solve this problem is: <equation> ( 43.0 - 25.0 )</equation>,18
53 campers went rowing in the morning 48 campers went rowing in the afternoon and 49 campers went rowing in the evening. How many more campers went rowing in the morning than in the evening? The equation to solve this problem is: <equation> ( 53.0 - 49.0 )</equation>,4
Jack received 3 emails in the afternoon, 5 emails in the morning and 16 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 5.0 - 3.0 )</equation>,2
Rachel had to complete 3 pages of math homework and 4 pages of reading homework. How many more pages of reading homework than math homework did she have? The equation to solve this problem is: <equation> ( 4.0 - 3.0 )</equation>,1
A book has 2 chapters. The first chapter is 37 pages long. The second chapter is 80 pages long. How many more pages does the second chapter have than the first chapter? The equation to solve this problem is: <equation> ( 80.0 - 37.0 )</equation>,43
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch? The equation to solve this problem is: <equation> ( 8.0 - 4.0 )</equation>,4
The Razorback shop makes $ 192 dollars off each t-shirt and $ 34 off each jersey. During the Arkansas and Texas tech game they sold 157 t-shirts and 19 jerseys. How much more does a t-shirt cost than a jersey? The equation to solve this problem is: <equation> ( 192.0 - 34.0 )</equation>,158
After a typhoon, 13 trees in Haley's backyard died. If she had grown 3 trees initially How many more trees died in the typhoon than those that survived? The equation to solve this problem is: <equation> ( 13.0 - ( 3.0 - 13.0 ) )</equation>,10
Josh had 9 marbles in his collection. He lost some marbles. If he has 4 marbles now How many marbles did he lose? The equation to solve this problem is: <equation> ( 9.0 - 4.0 )</equation>,5
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have? The equation to solve this problem is: <equation> ( ( 9.0 * 14.0 ) - 9.0 )</equation>,126
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 24 pounds. On the way back Marco lost 9 pounds of strawberries. Marco's strawberries now weighed 3 pounds. How much did his dad's strawberries weigh? The equation to solve this problem is: <equation> ( 24.0 - ( 3.0 + 9.0 ) )</equation>,12
Mary is baking a cake. The recipe calls for 12 cups of flour and 13 cups of sugar. She already put in 2 cups of sugar. How many more cups of sugar does she need to add? The equation to solve this problem is: <equation> ( 13.0 - 2.0 )</equation>,11
Winter is almost here and most animals are migrating to warmer countries. There are 38 bird families living near the mountain. If 47 bird families flew away to africa and 94 bird families flew away to asia How many more bird families flew away to asia than those that flew away to africa? The equation to solve this problem is: <equation> ( 94.0 - 47.0 )</equation>,47
Zachary did 51 push-ups and David did 44 push-ups in gym class today. How many more push-ups did Zachary do than David? The equation to solve this problem is: <equation> ( 51.0 - 44.0 )</equation>,7
Mary is baking a cake. The recipe calls for 6 cups of flour 8 cups of sugar and 7 cups of salt. She already put in 5 cups of flour. How many more cups of sugar than cups of salt does she need to add now? The equation to solve this problem is: <equation> ( 8.0 - 7.0 )</equation>,1
Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared? The equation to solve this problem is: <equation> ( 16.0 - 2.0 )</equation>,14
Rachel picked 7 ripe apples from her tree. Now the tree has 5 apples still on it. If 3 of those are ripe and the rest are unripe How many unripe apples does the tree have now? The equation to solve this problem is: <equation> ( 5.0 - 3.0 )</equation>,2
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes? The equation to solve this problem is: <equation> ( 337.0 - 23.0 )</equation>,314
Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday? The equation to solve this problem is: <equation> ( 9.0 - 7.0 )</equation>,2
In a school there are 402 more girls than boys. If there are 739 girls How many boys are there in that school? The equation to solve this problem is: <equation> ( 739.0 - 402.0 )</equation>,337
For Gwen's birthday she received 2 dollars from her mom. Her dad gave her 4 more dollars. If she spent 3 dollars. How much money did she still have? The equation to solve this problem is: <equation> ( ( 2.0 + 4.0 ) - 3.0 )</equation>,5
Randy has 37 blocks. He uses 33 blocks to build a tower and 13 blocks to build a house. How many more blocks did he use to build the tower than he did to build the house? The equation to solve this problem is: <equation> ( 33.0 - 13.0 )</equation>,20
Baker made 8 cakes. He bought 139 new cakes and sold 145 cakes. How many more cakes did baker sell than those he bought? The equation to solve this problem is: <equation> ( 145.0 - 139.0 )</equation>,6
Jack received 6 emails and 8 letters in the morning. He then received 2 emails and 7 letters in the afternoon. How many more letters did Jack receive in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 8.0 - 7.0 )</equation>,1
Jake has 3 fewer peaches and 10 more apples than Steven. Steven has 12 peaches and 15 apples. How many more apples than peaches does Steven have? The equation to solve this problem is: <equation> ( 15.0 - 12.0 )</equation>,3
Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have? The equation to solve this problem is: <equation> ( 5.0 - 2.0 )</equation>,3
Jesse's room is 19 feet wide and 20 feet long. How much longer is her room than it is wide? The equation to solve this problem is: <equation> ( 20.0 - 19.0 )</equation>,1
Paul got a box of 601 crayons and 406 erasers for his birthday. At the end of the school year he only had 336 crayons left while not having lost a single eraser. How many more erasers than crayons did he have left? The equation to solve this problem is: <equation> ( 406.0 - 336.0 )</equation>,70
Mary is baking a cake. The recipe calls for 5 cups of sugar and 14 cups of flour. She already put in 11 cups of flour. How many more cups of sugar than cups of flour does she need to add now? The equation to solve this problem is: <equation> ( 5.0 - ( 14.0 - 11.0 ) )</equation>,4
Adam has 10 apples. Jackie has 2 apples. How many more apples does Adam have than Jackie? The equation to solve this problem is: <equation> ( 10.0 - 2.0 )</equation>,8
Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf. How many more books than action figures were on his shelf? The equation to solve this problem is: <equation> ( ( 2.0 + 9.0 ) - 5.0 )</equation>,14
Danny collects bottle caps and wrappers. He found 82 wrappers and 29 bottle caps at the park. Now he has 42 bottle caps and 61 wrappers in his collection. How many bottle caps did danny have at first? The equation to solve this problem is: <equation> ( 42.0 - 29.0 )</equation>,13
At the arcade Dave had won 13 tickets. If he used 8 to buy some toys and 18 more to buy some clothes How many more tickets did Dave use to buy clothes than he did to buy toys? The equation to solve this problem is: <equation> ( 18.0 - 8.0 )</equation>,10
Marco and his dad went strawberry picking. Together their strawberries weighed 35 pounds. Marco's strawberries weighed 13 pounds. How much more did his dad's strawberries weigh than his? The equation to solve this problem is: <equation> ( ( 35.0 - 13.0 ) - 13.0 )</equation>,19
19 red peaches, 11 yellow peaches and 12 green peaches are in the basket. How many more red peaches than yellow peaches are in the basket? The equation to solve this problem is: <equation> ( 19.0 - 11.0 )</equation>,8
For Gwen's birthday she received 8 dollars from her mom. Her dad gave her 5 more dollars. If she spent 4 dollars. How much more money did she receive from her mom than she did from her dad? The equation to solve this problem is: <equation> ( 8.0 - 5.0 )</equation>,3
Dave had 16 apps and 77 files on his phone. After deleting some apps and files he had 5 apps and 23 files left. How many apps did he delete? The equation to solve this problem is: <equation> ( 16.0 - 5.0 )</equation>,11
Paco had 39 sweet cookies and 6 salty cookies. He ate 23 salty cookies and 32 sweet cookies. How many more sweet cookies than salty cookies did he eat? The equation to solve this problem is: <equation> ( 32.0 - 23.0 )</equation>,9
Haley grew 13 trees in her backyard. After a typhoon 6 died. How many more trees survived the typhoon than those that died? The equation to solve this problem is: <equation> ( ( 13.0 - 6.0 ) - 6.0 )</equation>,1
Julia played tag with 18 kids on monday. She played tag with 10 kids on tuesday. How many more kids did she play with on monday than on tuesday? The equation to solve this problem is: <equation> ( 18.0 - 10.0 )</equation>,8
Kelly has 46 nintendo games and 132 sony games. How many sony games does she need to give away so that she will have 31 sony games left? The equation to solve this problem is: <equation> ( 132.0 - 31.0 )</equation>,101
5 red peaches and 11 green peaches are in the basket. How many more green peaches than red peaches are in the basket? The equation to solve this problem is: <equation> ( 11.0 - 5.0 )</equation>,6
Rachel had to complete 9 pages of math homework, 2 pages of reading homework and 96 more pages of biology homework. How many more pages of math homework than reading homework did she have? The equation to solve this problem is: <equation> ( 9.0 - 2.0 )</equation>,7
Josh had 4 marbles in his collection. He lost 16 marbles and found 8 new ones. How many more marbles did he lose than those he found? The equation to solve this problem is: <equation> ( 16.0 - 8.0 )</equation>,8
Danny collects bottle caps and wrappers. He found 11 bottle caps and 28 wrappers at the park. Now he has 68 bottle caps and 51 wrappers in his collection. How many more wrappers than bottle caps did danny find at the park? The equation to solve this problem is: <equation> ( 28.0 - 11.0 )</equation>,17
Dave had 59 files and 15 apps on his phone. After deleting some apps and files he had 12 apps and 30 files left. How many apps did he delete? The equation to solve this problem is: <equation> ( 15.0 - 12.0 )</equation>,3
Paul had 71 books. After selling some in a garage sale he bought 38 new ones. If he has 116 books now How many more books did he buy than he sold? The equation to solve this problem is: <equation> ( 116.0 - 71.0 )</equation>,45
Kelly has 20 nintendo games and 70 sony games. How many nintendo games does she need to give away so that she will have 12 nintendo games left? The equation to solve this problem is: <equation> ( 20.0 - 12.0 )</equation>,8
Julia played tag with 11 kids on monday. She played tag with 12 kids on tuesday. How many more kids did she play with on tuesday than on monday? The equation to solve this problem is: <equation> ( 12.0 - 11.0 )</equation>,1
Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans. How many more bags did she have on monday than she found on the next day? The equation to solve this problem is: <equation> ( 8.0 - 7.0 )</equation>,1
Because of the decision Sofia asked the students to suggest specific types of food. 457 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 63 more students suggested adding mashed potatoes than those that suggested bacon How many students suggested bacon? The equation to solve this problem is: <equation> ( 457.0 - 63.0 )</equation>,394
5 storks and 3 birds were sitting on the fence. 4 more birds came to join them. How many more birds than storks are sitting on the fence? The equation to solve this problem is: <equation> ( ( 3.0 + 4.0 ) - 5.0 )</equation>,2
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left? The equation to solve this problem is: <equation> ( 22.0 - 15.0 )</equation>,7
Mary is baking a cake. The recipe calls for 9 cups of flour and 5 cups of sugar. She already put in 3 cups of flour and 62 cups of sugar. How many more cups of flour does she need to add? The equation to solve this problem is: <equation> ( 9.0 - 3.0 )</equation>,6
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series? The equation to solve this problem is: <equation> ( 10.0 - 8.0 )</equation>,2
At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets left How many tickets did Dave use to buy toys? The equation to solve this problem is: <equation> ( 7.0 - 2.0 )</equation>,5
Every day Ryan spends 7 hours on learning english and some more hours on learning chinese. If he spends 2 hours more on learning english than on learning chinese How many hours does he spend on learning chinese? The equation to solve this problem is: <equation> ( 7.0 - 2.0 )</equation>,5
Jake has 7 fewer peaches than Steven and 8 more peaches than Jill. Steven has 17 peaches. How many peaches does Jill have? The equation to solve this problem is: <equation> ( ( 17.0 - 7.0 ) - 8.0 )</equation>,2
2 red peaches, 6 yellow peaches and 14 green peaches are in the basket. How many more green peaches than yellow peaches are in the basket? The equation to solve this problem is: <equation> ( 14.0 - 6.0 )</equation>,8
Every day Ryan spends a total of 3 hours on learning english and chinese. If he spends 2 hours on learning english everyday How many hours does he spend on learning chinese? The equation to solve this problem is: <equation> ( 3.0 - 2.0 )</equation>,1
Bobby ate 38 pieces of candy. Then he ate 36 more. He also ate 16 pieces of chocolate. How many more pieces of candy than chocolate did Bobby eat? The equation to solve this problem is: <equation> ( ( 38.0 + 36.0 ) - 16.0 )</equation>,80
A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customers How many customers left? The equation to solve this problem is: <equation> ( 8.0 - 5.0 )</equation>,3
Jake has 3 fewer peaches and 4 more apples than Steven. Steven has 19 apples and 15 peaches. How many more apples than peaches does Steven have? The equation to solve this problem is: <equation> ( 19.0 - 15.0 )</equation>,4
Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. How many more hours does he spend on learning chinese than he does on learning english? The equation to solve this problem is: <equation> ( 7.0 - 6.0 )</equation>,1
Paco had 28 cookies. He ate some of them and had 7 cookies left. How many cookies did Paco eat? The equation to solve this problem is: <equation> ( 28.0 - 7.0 )</equation>,21
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate? The equation to solve this problem is: <equation> ( 36.0 - 2.0 )</equation>,34
Mary is baking a cake. The recipe calls for 12 cups of flour 14 cups of sugar and 7 cups of salt. She already put in 2 cups of flour. How many more cups of flour than cups of salt does she need to add now? The equation to solve this problem is: <equation> ( ( 12.0 - 2.0 ) - 7.0 )</equation>,5
There were 15 roses in the vase. Jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 17 roses in the vase. How many more roses did she cut than those she threw away? The equation to solve this problem is: <equation> ( 17.0 - 15.0 )</equation>,2
Last week Fred had 49 dollars and Jason had 3 dollars. Fred washed cars over the weekend and now has 112 dollars. Jason delivered newspapers and now has 63 dollars. How much money did Jason earn by delivering newspapers? The equation to solve this problem is: <equation> ( 63.0 - 3.0 )</equation>,57
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have? The equation to solve this problem is: <equation> ( 16.0 - 7.0 )</equation>,9
46 campers went rowing on a day. 43 campers went rowing in the morning and some more campers went rowing in the afternoon. How many campers went rowing in the afternoon? The equation to solve this problem is: <equation> ( 46.0 - 43.0 )</equation>,3
A book has 2 chapters. The second chapter is 36 pages long. If there are a total of 67 pages in the book How many pages are in the first chapter? The equation to solve this problem is: <equation> ( 67.0 - 36.0 )</equation>,31
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friends How many extra invitations will she need to buy? The equation to solve this problem is: <equation> ( 9.0 - ( 3.0 * 2.0 ) )</equation>,3
Zachary did 15 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 9 push-ups less than David. How many more push-ups did Zachary do than John? The equation to solve this problem is: <equation> ( 39.0 - 9.0 )</equation>,20
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose? The equation to solve this problem is: <equation> ( 19.0 - 2.0 )</equation>,17
Paul had 95 pens and 153 books. After selling some books and pens in a garage sale he had 13 books and 23 pens left. How many books did he sell in the garage sale? The equation to solve this problem is: <equation> ( 153.0 - 13.0 )</equation>,140
Danny collects bottle caps. He threw away 54 of the old ones at the park while he found 48 bottle caps new ones. Now he has 52 bottle caps in his collection. How many more bottle caps did danny throw away than those he found at the park? The equation to solve this problem is: <equation> ( 54.0 - 48.0 )</equation>,6
The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog. How much did they jump altogether? The equation to solve this problem is: <equation> ( 35.0 + ( 35.0 - 4.0 ) )</equation>,74
Paul got a box of 110 crayons for his birthday. During the school year he gave 90 crayons to his friends while he lost 412 crayons. How many more crayons did he lose than those he gave to his friends? The equation to solve this problem is: <equation> ( 412.0 - 90.0 )</equation>,322
In a school there are 569 girls and 236 boys. How many more girls than boys does the school have? The equation to solve this problem is: <equation> ( 569.0 - 236.0 )</equation>,333
The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now How many more people can join the wheel? The equation to solve this problem is: <equation> ( ( 6.0 * 14.0 ) - 16.0 )</equation>,24
After Olivia visited a supermarket there were 29 dollars left. If there were 54 dollars in her wallet initially How much did she spend? The equation to solve this problem is: <equation> ( 54.0 - 29.0 )</equation>,25
Haley grew 20 trees in her backyard. After a typhoon 4 trees were left. How many trees died in the typhoon? The equation to solve this problem is: <equation> ( 20.0 - 4.0 )</equation>,16
Jake has 7 fewer peaches than Steven who has 14 more peaches than Jill. Steven has 15 peaches. How many peaches does Jake have? The equation to solve this problem is: <equation> ( 15.0 - 7.0 )</equation>,8
Paul had 51 books and 106 pens. After selling some books and pens in a garage sale he had 82 books and 14 pens left. How many pens did he sell in the garage sale? The equation to solve this problem is: <equation> ( 106.0 - 14.0 )</equation>,32
Zachary did 44 push-ups and 17 crunches in gym class today. David did 29 more push-ups but 13 less crunches than zachary. How many crunches did David do? The equation to solve this problem is: <equation> ( 17.0 - 13.0 )</equation>,14
Paul had 42 pens and 143 books. After selling some books and pens in a garage sale he had 113 books and 19 pens left. How many pens did he sell in the garage sale? The equation to solve this problem is: <equation> ( 42.0 - 19.0 )</equation>,23
Danny collects bottle caps and wrappers. He found 71 bottle caps and 24 wrappers at the park. Now he has 28 bottle caps and 16 wrappers in his collection. How many more bottle caps than wrappers does danny have now? The equation to solve this problem is: <equation> ( 28.0 - 16.0 )</equation>,12
Dan has $ 4. He bought 99 candy bar for $ 3 each one costing the same amount of money. How much money is left? The equation to solve this problem is: <equation> ( 4.0 - 3.0 )</equation>,1
5 children were riding on the bus. At the bus stop 63 children got off the bus while some more got on the bus. Then there were 14 children altogether on the bus. How many more children got on the bus than those that got off? The equation to solve this problem is: <equation> ( 14.0 - 5.0 )</equation>,7
Mary is baking a cake. The recipe calls for 3 cups of sugar and 10 cups of flour. She already put in some cups of flour. If she still needs 5 more cups of flour than sugar How many cups of flour did she put in? The equation to solve this problem is: <equation> ( ( 10.0 - 3.0 ) - 5.0 )</equation>,2
Bobby had 19 pieces of candy. He ate 2 pieces of candy. How many pieces of candy does he still have left? The equation to solve this problem is: <equation> ( 19.0 - 2.0 )</equation>,17
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 705 visitors came to the Buckingham palace that day. If there were 191 visitors the previous day and 457 visitors the day before that How many more visitors visited the Buckingham palace on that day than on the previous 245 days? The equation to solve this problem is: <equation> ( 705.0 - ( 191.0 + 457.0 ) )</equation>,157
Paul had 108 books and 55 pens. After selling some books and pens in a garage sale he had 66 books and 59 pens left. How many books did he sell in the garage sale? The equation to solve this problem is: <equation> ( 108.0 - 66.0 )</equation>,42
Marco and his dad went strawberry picking. Marco's dad's strawberries weighed 11 pounds. If together their strawberries weighed 30 pounds. How much did Marco's strawberries weigh? The equation to solve this problem is: <equation> ( 30.0 - 11.0 )</equation>,19
Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds. How much did his dad's strawberries weigh? The equation to solve this problem is: <equation> ( 37.0 - 15.0 )</equation>,22
Paul got a box of 521 crayons and 66 erasers for his birthday. At the end of the school year he only had 154 left while not having lost a single erasers. How many crayons had been lost or given away? The equation to solve this problem is: <equation> ( 521.0 - 154.0 )</equation>,367
David did 56 more push-ups than Zachary in gym class today. If David did 38 push-ups How many push-ups did Zachary and David do altogether? The equation to solve this problem is: <equation> ( ( 38.0 + 38.0 ) - 56.0 )</equation>,10
Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection. How many more wrappers than bottle caps does danny have now? The equation to solve this problem is: <equation> ( 43.0 - 27.0 )</equation>,16
4 birds and 3 storks were sitting on the fence. 6 more storks came to join them. How many more storks than birds are sitting on the fence? The equation to solve this problem is: <equation> ( ( 3.0 + 6.0 ) - 4.0 )</equation>,9
Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now? The equation to solve this problem is: <equation> ( ( 114.0 - 50.0 ) - 60.0 )</equation>,24
Julia played tag with 14 kids on monday, 2 kids on tuesday and 8 kids on wednesday. How many more kids did she play with on monday than on wednesday? The equation to solve this problem is: <equation> ( 14.0 - 8.0 )</equation>,6
A waiter had 3 customers. After some more arrived he had 8 customers. How many new customers arrived? The equation to solve this problem is: <equation> ( 8.0 - 3.0 )</equation>,5
Jack received 3 emails in the afternoon, 6 emails in the morning and some more in the evening. If he received a total of 10 emails in the day How many emails did jack receive in the evening? The equation to solve this problem is: <equation> ( 10.0 - ( 6.0 + 3.0 ) )</equation>,1
The school is planning a field trip. The school has 102 classrooms. There are 11 students in the school and 99 seats on each school bus. If 8 students do n't want to go for the trip How many students are going on the trip? The equation to solve this problem is: <equation> ( 11.0 - 8.0 )</equation>,3
Jesse's room is 11 feet long and 15 feet wide. If she already has 16 square feet of carpet How much more carpet does she need to cover the whole floor? The equation to solve this problem is: <equation> ( ( 11.0 * 15.0 ) - 16.0 )</equation>,104
Jake has 6 fewer peaches and 8 more apples than Steven. Steven has 17 peaches and 16 apples. How many more peaches than apples does Steven have? The equation to solve this problem is: <equation> ( 17.0 - 16.0 )</equation>,1
Danny collects bottle caps. He threw away 60 of the old ones at the park while he found 58 bottle caps new ones. Now he has 67 bottle caps in his collection. How many bottle caps did danny have at first? The equation to solve this problem is: <equation> ( ( 67.0 + 60.0 ) - 58.0 )</equation>,185
Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left. How many cards did Nell give to Jeff? The equation to solve this problem is: <equation> ( ( 573.0 - 195.0 ) - 210.0 )</equation>,168
Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax How many more grams of wax does he need? The equation to solve this problem is: <equation> ( 492.0 - 11.0 )</equation>,481
Steven has 19 peaches. Jake has 12 fewer peaches than Steven and 72 more peaches than Jill. How many peaches does Jake have? The equation to solve this problem is: <equation> ( 19.0 - 12.0 )</equation>,6
A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long. How many more pages does the first chapter have than the second chapter? The equation to solve this problem is: <equation> ( 91.0 - 23.0 )</equation>,68
Danny collects bottle caps. He found 36 bottle caps at the park while he threw away 35 old ones. Now he has 22 bottle caps in his collection. How many more bottle caps did danny find at the park than those he threw away? The equation to solve this problem is: <equation> ( 36.0 - 35.0 )</equation>,1
Dan has $ 4. For a total of $ 3 he bought 10 candy bar each one costing the same amount of money. How much money is left? The equation to solve this problem is: <equation> ( 4.0 - 3.0 )</equation>,1
Mary is baking a cake. The recipe calls for 6 cups of sugar and 9 cups of flour. She already put in 2 cups of flour. How many more cups of flour than cups of sugar does she need to add now? The equation to solve this problem is: <equation> ( ( 9.0 - 2.0 ) - 6.0 )</equation>,3
At the zoo, a cage had 95 snakes and 61 alligators. If 64 snakes were hiding How many snakes were not hiding? The equation to solve this problem is: <equation> ( 95.0 - 64.0 )</equation>,31
Baker made 155 cakes. If his friend bought 140 cakes from him How many cakes would baker still have? The equation to solve this problem is: <equation> ( 155.0 - 140.0 )</equation>,15
2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus. How many more children are on the bus now than there were before the bus stop? The equation to solve this problem is: <equation> ( 10.0 - 2.0 )</equation>,8
Danny collects bottle caps and wrappers. He found 22 bottle caps and 8 wrappers at the park. Now he has 28 bottle caps and 63 wrappers in his collection. How many bottle caps did danny have at first? The equation to solve this problem is: <equation> ( 28.0 - 22.0 )</equation>,6
Paco ate 36 cookies. If he had 37 cookies initially How many cookies did Paco have left? The equation to solve this problem is: <equation> ( 37.0 - 36.0 )</equation>,1
Bobby had 21 pieces of candy. He ate 5 pieces of candy. Then he ate 9 more. How many pieces of candy does he still have left? The equation to solve this problem is: <equation> ( 21.0 - ( 5.0 + 9.0 ) )</equation>,7
Baker made 54 cakes. He sold some of them. If he still has 13 cakes left How many cakes did baker sell? The equation to solve this problem is: <equation> ( 54.0 - 13.0 )</equation>,41
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home? The equation to solve this problem is: <equation> ( 819058.0 - 668278.0 )</equation>,150780
Randy has 79 blocks. He uses 14 blocks to build a tower and 11 blocks to build a house. How many blocks are left? The equation to solve this problem is: <equation> ( 79.0 - ( 14.0 + 11.0 ) )</equation>,34
2 birds were sitting on the fence. Some more birds came to join them. If there are a total of 6 birds on the fence now How many more birds had come to sit on the fence? The equation to solve this problem is: <equation> ( 6.0 - 2.0 )</equation>,4
